species,Model,AIC,deltaAIC,w
Hipparchia statilinus,JanFebMar,202.6291127585734,3.655657228986911,0.03399752103002306
Hipparchia statilinus,Mar,202.91656023255186,3.943104702965371,0.02944617068847135
Hyponephele,MayJun,536.6897979080303,0,0.41222643618876736
Hyponephele,AprMayJun,538.0261762360765,1.3363783280461803,0.21132212683115542
Hyponephele,MayJunJul,538.7388174955166,2.0490195874863275,0.14797791017205977
Hyponephele,JunJul,540.6726948370658,3.982896929035519,0.05626790695307011
Lycaena alciphron,AprMayJun,356.8052645536908,0,0.6564513042351584
Lycaena alciphron,FebMarApr,360.04156184769306,3.23629729400227,0.13015159275120217
Maniola jurtina,Mar,137.34456843452324,0,0.15154842854881734
Maniola jurtina,MarAprMay,138.1378226308702,0.7932541963469646,0.10192916753123857
Maniola jurtina,MarApr,139.12453925880817,1.7799708242849306,0.062235141874910985
Maniola jurtina,AprMay,139.68396676473455,2.33939833021131,0.047049774307342807
Maniola jurtina,AugSep,139.9850193732667,2.64045093874347,0.040474808364350544
Maniola jurtina,Oct_preNov_preDec_pre,140.17954227252173,2.83497383799849,0.03672355281371029
Maniola jurtina,JulAugSep,140.26633822180034,2.9217697872771,0.03516391239356314
Maniola jurtina,AprMayJun,140.2957821561092,2.951213721585958,0.0346500224472568
Maniola jurtina,Sep,140.37368638779284,3.029117953269605,0.03332627942321591
Maniola jurtina,JanFeb,140.528210542852,3.183642108328769,0.030848378250149827
Maniola jurtina,May,140.57014301147706,3.225574576953818,0.030208336996804537
Maniola jurtina,Aug,140.8006460153718,3.4560775808485573,0.026919917599523183
Maniola jurtina,JulAug,141.03838013250504,3.6938116979818005,0.02390289031401221
Maniola jurtina,Jan,141.07610677156504,3.7315383370417976,0.023456228463303693
Maniola jurtina,Oct_preNov_pre,141.13567187115507,3.791103436631829,0.02276794250162309
Maniola jurtina,Dec_preJanFeb,141.17940571487225,3.8348372803490065,0.022275481606873166
Maniola jurtina,Nov_preDec_preJan,141.18236641751562,3.8377979829923845,0.02224253046388675
Melanargia lachesis,AprMayJun,405.3778893014615,0,0.4931057346208028
Melanargia lachesis,MarAprMay,405.44464260327396,0.06675330181246864,0.4769191463379035
Melanargia occitanica,JanFebMar,91.16626694680606,0,0.2702619609177156
Melanargia occitanica,Mar,91.70332018221625,0.537053235410184,0.20661664020604517
Melanargia occitanica,Dec_preJanFeb,91.95058786979875,0.7843209229926913,0.18258781817389627
Melanargia occitanica,FebMar,93.6405922131448,2.474325266338738,0.07843177048789658
Melanargia occitanica,JanFeb,94.94101008066994,3.774743133863879,0.040936420653134964
Melitaea deione,Oct_preNov_pre,59.891680800551804,0,0.28548473332446067
Melitaea deione,Mar,63.141807490907844,3.2501266903560406,0.05621171623019046
Melitaea deione,Oct_pre,63.58562315807852,3.6939423575267156,0.0450249767838301
Melitaea phoebe,Sep,128.07594555128415,0,0.16099686029051466
Melitaea phoebe,JulAugSep,129.20826250431253,1.1323169530283792,0.09139825505528112
Melitaea phoebe,AugSep,129.82281393470996,1.7468683834258059,0.0672186454959142
Melitaea phoebe,Oct_preNov_preDec_pre,129.8803880736819,1.8044425223977498,0.06531120422168132
Melitaea phoebe,Nov_pre,130.59654755533546,2.5206020040513124,0.04565366376158546
Melitaea phoebe,Oct_preNov_pre,130.7342793021828,2.658333750898663,0.04261549791953343
Melitaea phoebe,JunJulAug,130.97368899209278,2.8977434408086253,0.03780771351642088
Melitaea phoebe,JanFeb,131.33735622611226,3.261410674828113,0.031521804921214036
Melitaea phoebe,Jan,131.5126728189397,3.436727267655556,0.028876301160591818
Melitaea phoebe,JanFebMar,131.56650724613655,3.4905616948524028,0.028109399328002674
Melitaea phoebe,JunJul,131.80394442173002,3.727998870445873,0.024962767837286792
Melitaea phoebe,JulAug,131.80438674672683,3.7284411954426844,0.02495724761963984
Melitaea phoebe,MarAprMay,131.861633362855,3.7856878115708525,0.024253015440329363
Melitaea phoebe,Nov_preDec_preJan,131.88390542011956,3.807959868835411,0.023984431421241768
Melitaea phoebe,FebMarApr,131.89617960691305,3.8202340556289016,0.023837687476767098
Melitaea phoebe,Mar,131.93638430808068,3.860438756796526,0.023363278271880426
Melitaea phoebe,AprMayJun,131.9380455271597,3.8620999758755374,0.0233438805671482
Melitaea phoebe,MarApr,132.06118002089374,3.985234469609594,0.02195001073722226
Melitaea trivia,Jan,71.03462309457092,0,0.07500499975215241
Melitaea trivia,Oct_preNov_preDec_pre,71.27718993039684,0.24256683582592586,0.06643814449081176
Melitaea trivia,JulAugSep,71.69749729675655,0.662874202185634,0.05384543748178282
Melitaea trivia,Jul,71.77806885934535,0.7434457647744352,0.051719345145447196
Melitaea trivia,JulAug,71.82401320979238,0.7893901152214653,0.05054478207366462
Melitaea trivia,Oct_pre,72.0978462998995,1.0632232053285833,0.04407722336339792
Melitaea trivia,JunJulAug,72.20014059580733,1.1655175012364083,0.04187948228498105
Melitaea trivia,FebMarApr,72.44252831124943,1.4079052166785146,0.037099450802517676
Melitaea trivia,JunJul,72.46809235806852,1.4334692634975994,0.03662826253880283
Melitaea trivia,Oct_preNov_pre,72.5093047613982,1.47468166682728,0.035881216498732695
Melitaea trivia,JanFebMar,72.52577937347772,1.4911562789068,0.03558686592959827
Melitaea trivia,MayJunJul,72.7174432838348,1.6828201892638788,0.032334820384292966
Melitaea trivia,AugSep,72.83837575181145,1.803752657240537,0.03043759268882285
Melitaea trivia,Sep,72.88526451545513,1.850641420884216,0.029732302000496792
Melitaea trivia,AprMayJun,72.96448330962625,1.929860215055328,0.028577642094284064
Melitaea trivia,JanFeb,73.2434423398997,2.208819245328783,0.02485714290319897
Melitaea trivia,Aug,73.28151180837074,2.2468887137998195,0.024388468491418437
Melitaea trivia,MarAprMay,73.3497261742696,2.3151030796986873,0.02357067217599382
Melitaea trivia,MarApr,73.36996709610997,2.335344001539056,0.023333329145599158
Melitaea trivia,MayJun,73.38291513818217,2.348292043611252,0.023182756612652428
Melitaea trivia,Nov_preDec_preJan,73.4350984811885,2.400475386617586,0.022585702681347415
Melitaea trivia,Nov_pre,73.44537967468366,2.4107565801127464,0.02246989660279885
Melitaea trivia,Mar,73.46100620509162,2.426383110520703,0.02229501741990737
Melitaea trivia,Dec_preJan,73.62490384752095,2.5902807529500365,0.020540825595210477
Melitaea trivia,Dec_preJanFeb,73.64096127869868,2.6063381841277646,0.02037656941395982
Melitaea trivia,AprMay,73.7108360558257,2.6762129612547767,0.01967695775489081
Melitaea trivia,Nov_preDec_pre,73.80377874859293,2.769155654022015,0.018783464739133338
Melitaea trivia,Jun,73.90584044888597,2.87121735431505,0.017848975248300945
Melitaea trivia,FebMar,74.00387173253482,2.9692486379639007,0.016995191578006018
Melitaea trivia,May,74.07827302505873,3.043649930487817,0.016374574712568975
Melitaea trivia,Apr,74.65227573777574,3.6176526432048206,0.012289293707802572
Melitaea trivia,Dec_pre,74.83720357264296,3.802580478072045,0.011203929171253468
Parnassius apollo,AprMayJun,244.96043453635093,0,0.9962859255543638
Plebejus argus,AprMayJun,209.72062518063711,0,0.7483486990477788
Plebejus idas,MarAprMay,78.99129062369424,0,0.31772038679230274
Plebejus idas,Mar,80.52544616855833,1.5341555448640918,0.14753920494978973
Plebejus idas,May,80.69208332881306,1.7007927051188148,0.13574462410653126
Plebejus idas,AprMayJun,81.78431861513901,2.7930279914447738,0.07862248391612006
Plebejus idas,FebMarApr,82.87515157361067,3.883860949916425,0.045569618531941636
Polyommatus amandus,FebMarApr,37.613622403170666,0,0.10109772338948075
Polyommatus amandus,AprMayJun,37.79390457242611,0.18028216925544172,0.09238332737873767
Polyommatus amandus,AprMay,38.33752088692434,0.7238984837536719,0.07039613531006408
Polyommatus amandus,MarApr,38.82018667407235,1.206564270901687,0.05530180078484131
Polyommatus amandus,MarAprMay,39.14178551964106,1.5281631164703953,0.04708742824420278
Polyommatus amandus,Apr,39.25280490635435,1.639182503183683,0.044544841491606674
Polyommatus amandus,JanFebMar,39.87573091924669,2.262108516076026,0.03262351506415644
Polyommatus amandus,May,39.888803259361794,2.2751808561911275,0.03241097756908758
Polyommatus amandus,Nov_pre,40.03251022399316,2.4188878208224907,0.03016383520300985
Polyommatus amandus,Oct_pre,40.24245265239882,2.6288302492281517,0.02715802228258982
Polyommatus amandus,JanFeb,40.281924129133266,2.6683017259626,0.026627293053302407
Polyommatus amandus,MayJun,40.30046426480152,2.686841861630853,0.026381596810350957
Polyommatus amandus,JulAugSep,40.307066154412844,2.693443751242178,0.026294656187437336
Polyommatus amandus,FebMar,40.324972777464886,2.71135037429422,0.026060282714129194
Polyommatus amandus,JulAug,40.44757653957001,2.833954136399342,0.024510719173912617
Polyommatus amandus,MayJunJul,40.455011389451904,2.8413889862812383,0.024419771565324787
Polyommatus amandus,Nov_preDec_pre,40.508059858538516,2.89443745536785,0.02378057045155434
Polyommatus amandus,Aug,40.51250795765303,2.898885554482362,0.02372774005485713
Polyommatus amandus,Jan,40.64042466335824,3.026802260187573,0.022257665748005077
Polyommatus amandus,Feb,40.69677431890787,3.0831519157372043,0.021639311762067445
Polyommatus amandus,Mar,40.71658405228589,3.1029616491152225,0.021426035245202125
Polyommatus amandus,AugSep,40.849616649186224,3.235994246015558,0.020047219871489573
Polyommatus amandus,JunJulAug,40.926023367405605,3.3124009642349392,0.019295793624746798
Polyommatus amandus,Jul,41.03472772556057,3.4211053223899057,0.01827501718836426
Polyommatus amandus,Nov_preDec_preJan,41.094000450544414,3.4803780473737476,0.01774135905672
Polyommatus amandus,Dec_preJanFeb,41.196753135843565,3.583130732672899,0.016852891442420685
Polyommatus amandus,JunJul,41.252641205232706,3.63901880206204,0.01638847274579209
Polyommatus amandus,Oct_preNov_preDec_pre,41.295075749490096,3.6814533463194294,0.01604441692965611
Polyommatus amandus,Dec_pre,41.36556780547458,3.7519454023039174,0.015488764749472732
Polyommatus amandus,Sep,41.427228890893254,3.8136064877225877,0.015018523864476604
Polyommatus amandus,Jun,41.447314085660466,3.8336916824897997,0.014868453684467875
Polyommatus amandus,Oct_preNov_pre,41.45050698124083,3.836884578070162,0.014844735911570312
Polyommatus amandus,Dec_preJan,41.4509967049622,3.8373743017915345,0.01484110144690266
Polyommatus escheri,AprMay,128.6139213107812,0,0.3093364409324638
Polyommatus escheri,MarAprMay,129.0473689207269,0.4334476099457163,0.24906295235472578
Polyommatus escheri,AprMayJun,129.6122688977352,0.9983475869539973,0.18777711419624582
Polyommatus golgus,MarAprMay,66.23538663241754,0,0.5489996756667151
Polyommatus golgus,AprMay,67.50566600774499,1.2702793753274477,0.29089377410074607
Polyommatus nivescens,May,69.56429678963869,0,0.8122225235672991
Pyronia bathseba,MarAprMay,89.6120587306395,0,0.4757607482504205
Pyronia bathseba,AprMay,91.66335271800259,2.0512939873630813,0.17059086792502517
Pyronia bathseba,MarApr,93.37654995533013,3.76449122469063,0.07243354246352893
Pyronia cecilia,Jan,55.32593523018052,0,0.20132604613313013
Pyronia cecilia,Apr,56.73206627356804,1.4061310433875178,0.09966954782171213
Pyronia cecilia,MarApr,57.23781190998784,1.911876679807321,0.07740004592989524
Pyronia cecilia,Dec_preJan,57.48998680574299,2.1640515755624676,0.06823106271100177
Pyronia cecilia,Dec_preJanFeb,58.16013838129527,2.8342031511147496,0.04880457889882417
Pyronia cecilia,JanFeb,58.31942681462431,2.993491584443788,0.045068336270947015
Pyronia cecilia,MarAprMay,58.6096951088992,3.2837598787186835,0.03897988619688316
Pyronia cecilia,AprMay,59.16393070575902,3.837995475578502,0.029545397421974793
Pyronia tithonus,Nov_pre,92.9963922704318,0,0.09252757549496511
Pyronia tithonus,JulAugSep,94.33639642722741,1.3400041567956151,0.04734705565644661
Pyronia tithonus,Oct_preNov_preDec_pre,94.40840067758232,1.4120084071505232,0.04567278060112968
Pyronia tithonus,Oct_pre,94.67205944747867,1.6756671770468756,0.040031759438127985
Pyronia tithonus,AugSep,94.69482590857744,1.6984336381456444,0.03957865249426044
Pyronia tithonus,Jul,94.69688694722043,1.7004946767886366,0.03953788693660138
Pyronia tithonus,Oct_preNov_pre,94.72221555431189,1.7258232838800893,0.03904032442630658
Pyronia tithonus,Sep,94.77158268266173,1.7751904122299322,0.038088466030223894
Pyronia tithonus,JunJulAug,94.92456934481919,1.928177074387392,0.03528359681063335
Pyronia tithonus,JulAug,94.94671037033157,1.950318099899775,0.03489514345822759
Pyronia tithonus,JunJul,94.98333844089508,1.986946170463284,0.03426188899166181
Pyronia tithonus,MayJunJul,95.09818073277927,2.1017884623474714,0.03234995022729325
Pyronia tithonus,Jan,95.24000661124086,2.24361434080906,0.030135369343179938
Pyronia tithonus,Aug,95.25654595411072,2.260153683678922,0.029887187346303204
Pyronia tithonus,Nov_preDec_preJan,95.37183666942562,2.375444398993821,0.028213046535302017
Pyronia tithonus,Nov_preDec_pre,95.42669429811819,2.4303020276863947,0.027449712648089215
Pyronia tithonus,FebMarApr,95.4530613467188,2.4566690762869996,0.027090203698872935
Pyronia tithonus,JanFebMar,95.47896454670808,2.4825722762762865,0.02674160454810735
Pyronia tithonus,Mar,95.52114583727368,2.5247535668418806,0.026183512797028973
Pyronia tithonus,AprMayJun,95.56272983855196,2.5663375681201614,0.025644725821773413
Pyronia tithonus,MayJun,95.60161498237608,2.605222711944279,0.025150942162616624
Pyronia tithonus,JanFeb,95.60665854119536,2.61026627076356,0.025087596939447267
Pyronia tithonus,Dec_preJanFeb,95.64205255006571,2.6456602796339155,0.02464752706953736
Pyronia tithonus,Dec_preJan,95.78588374794559,2.789491477513792,0.02293722128764429
Pyronia tithonus,MarApr,95.82460308619669,2.8282108157648906,0.02249743506650575
Pyronia tithonus,MarAprMay,95.90625961831569,2.909867347883889,0.021597402214465225
Pyronia tithonus,Jun,96.06208580530979,3.065693534877994,0.01997856494590208
Pyronia tithonus,AprMay,96.13058501588412,3.1341927454523244,0.019305892126055012
Pyronia tithonus,May,96.2903946426369,3.2940023722050995,0.017823281060342953
Pyronia tithonus,Apr,96.34171675306365,3.3453244826318524,0.01737173521038461
Pyronia tithonus,FebMar,96.43146174139416,3.435069470962361,0.01660945278333056
Pyronia tithonus,Dec_pre,96.60738739234986,3.610995121918066,0.015210852488420041
Satyrium esculi,Apr,26.591745875420816,0,0.45761238350646316
Satyrium esculi,MarApr,29.604691079015755,3.0129452035949384,0.1014483599206817
Satyrium esculi,Nov_pre,29.93643585517467,3.344689979753852,0.0859424178127496
Satyrium esculi,AprMay,30.442889272863827,3.8511433974430105,0.06671640020523369
Satyrus actaea,AprMayJun,554.4894440292181,0,0.650660298532234
Satyrus actaea,MayJun,555.9232192048632,1.4337751756451098,0.3176976369775232
Thymelicus sylvestris,Oct_preNov_preDec_pre,86.15747968747606,0,0.4446644905534717
Thymelicus sylvestris,May,89.67786165231178,3.520381964835721,0.07648763253621535
Zerynthia rumina,Mar,66.36099912081207,0,0.13397942804798824
Zerynthia rumina,Oct_pre,66.76191440974662,0.40091528893455575,0.10964288907765338
Zerynthia rumina,Dec_pre,67.59541312264324,1.2344140018311691,0.07227507063563987
Zerynthia rumina,FebMarApr,67.70028218709663,1.3392830662845654,0.06858300290675563
Zerynthia rumina,FebMar,67.72408160419981,1.3630824833877426,0.067771721738602
Zerynthia rumina,JanFebMar,68.04504287180893,1.6840437509968638,0.057723501212707404
Zerynthia rumina,Oct_preNov_pre,68.9161778825839,2.5551787617718276,0.03734118545686696
Zerynthia rumina,Nov_preDec_pre,69.35171759385233,2.9907184730402605,0.030033908587366466
Zerynthia rumina,MarApr,69.36013716985246,2.999138049040397,0.029907737961529773
Zerynthia rumina,AugSep,69.4511296491126,3.0901305283005343,0.028577537352737208
Zerynthia rumina,Dec_preJanFeb,69.53003963410708,3.169040513295016,0.027471964432921086
Zerynthia rumina,Aug,69.62260737057106,3.261608249758993,0.02622943205784695
Zerynthia rumina,Dec_preJan,69.6772819717703,3.316282850958231,0.025522102479824487
Zerynthia rumina,MarAprMay,69.96163310549821,3.600633984686141,0.022139631294839125
Zerynthia rumina,Sep,70.21134442096282,3.8503453001507495,0.019540976427355715
Zerynthia rumina,Nov_preDec_preJan,70.33185014262519,3.970851021813118,0.018398345741660986
