species,site_id,year,month,day,week,fitted,date,doy,transecto,id_transect,abb_elev,abreviatura,altitud
Polyommatus escheri,45,2018,7,4,27,3.30829144789189,2018-07-04,185,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus escheri,45,2019,7,3,27,2.68398687629437,2019-07-03,184,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus escheri,45,2020,7,8,28,2.09040619053446,2020-07-08,190,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus escheri,45,2021,7,14,28,1.45433726496086,2021-07-14,195,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus escheri,45,2022,7,6,27,3.11834685824248,2022-07-06,187,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus golgus,16,2012,7,11,28,1.01632814749839,2012-07-11,193,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus golgus,16,2017,6,28,26,3.27893522749711,2017-06-28,179,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus golgus,16,2019,7,3,27,2.97952909054474,2019-07-03,184,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus golgus,16,2021,6,23,25,1.24920672335763,2021-06-23,174,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus golgus,16,2022,7,6,27,1.94941542954438,2022-07-06,187,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus golgus,24,2019,7,3,27,0.855208378547955,2019-07-03,184,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus golgus,24,2021,6,23,25,0.640865466594267,2021-06-23,174,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,14,2013,6,19,25,0.484499107926859,2013-06-19,170,Laguna seca,16_14,LS (2282),LS,2282
Polyommatus icarus,14,2014,5,7,19,0.41089029402747,2014-05-07,127,Laguna seca,16_14,LS (2282),LS,2282
Polyommatus icarus,14,2017,6,28,26,0.906185789065216,2017-06-28,179,Laguna seca,16_14,LS (2282),LS,2282
Polyommatus icarus,14,2018,7,18,29,0.700076589871946,2018-07-18,199,Laguna seca,16_14,LS (2282),LS,2282
Polyommatus icarus,14,2019,6,12,24,0.934205646593955,2019-06-12,163,Laguna seca,16_14,LS (2282),LS,2282
Polyommatus icarus,14,2020,7,22,30,1.77200958444804,2020-07-22,204,Laguna seca,16_14,LS (2282),LS,2282
Polyommatus icarus,14,2021,7,7,27,0.840634763625559,2021-07-07,188,Laguna seca,16_14,LS (2282),LS,2282
Polyommatus icarus,16,2012,6,13,24,0.669366294098869,2012-06-13,165,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2013,6,19,25,0.77861367659101,2013-06-19,170,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2014,5,7,19,2.12970546568315,2014-05-07,127,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2015,6,24,26,2.71783971915218,2015-06-24,175,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2016,7,13,28,0.606168730987733,2016-07-13,195,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2017,6,28,26,1.44806540514734,2017-06-28,179,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2018,7,18,29,2.00228309572838,2018-07-18,199,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2019,6,12,24,5.79789957929025,2019-06-12,163,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2020,7,22,30,1.9621309467186001,2020-07-22,204,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2021,7,7,27,1.46447311031993,2021-07-07,188,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,16,2022,7,13,28,1.15068453733153,2022-07-13,194,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus icarus,17,2022,7,13,28,0.424821364164415,2022-07-13,194,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Polyommatus icarus,18,2013,6,19,25,0.471087168577541,2013-06-19,170,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Polyommatus icarus,18,2014,5,7,19,0.22931469307481,2014-05-07,127,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Polyommatus icarus,18,2019,6,12,24,0.29539883192568,2019-06-12,163,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Polyommatus icarus,18,2020,7,22,30,1.6711135250744,2020-07-22,204,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Polyommatus icarus,18,2021,7,7,27,0.655827920442373,2021-07-07,188,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Polyommatus icarus,18,2022,7,13,28,1.38695206500087,2022-07-13,194,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Polyommatus icarus,20,2012,6,13,24,2.0765023412802,2012-06-13,165,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2013,6,19,25,15.749714443409,2013-06-19,170,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2014,5,7,19,3.57466122202519,2014-05-07,127,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2015,6,24,26,3.19388051984686,2015-06-24,175,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2016,7,13,28,2.55202784789144,2016-07-13,195,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2017,6,28,26,1.82568807643991,2017-06-28,179,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2019,6,12,24,2.7297331129646,2019-06-12,163,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2020,7,22,30,4.29500884362423,2020-07-22,204,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,20,2021,7,7,27,2.67260355239743,2021-07-07,188,Purche,16_20,PU (1442),PU,1442
Polyommatus icarus,21,2013,6,19,25,1.72623544361377,2013-06-19,170,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2014,5,7,19,1.07547247933558,2014-05-07,127,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2015,6,24,26,1.22652841150317,2015-06-24,175,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2016,7,13,28,2.29732992446457,2016-07-13,195,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2017,6,28,26,1.88459274777305,2017-06-28,179,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2019,6,12,24,1.70359955568349,2019-06-12,163,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2020,7,22,30,3.66219656403922,2020-07-22,204,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2021,7,7,27,1.61626410563588,2021-07-07,188,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,21,2022,7,13,28,1.12000985409728,2022-07-13,194,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus icarus,23,2012,6,13,24,0.855044388367499,2012-06-13,165,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2013,6,19,25,1.08504495589221,2013-06-19,170,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2014,5,7,19,0.960796904667997,2014-05-07,127,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2015,6,24,26,1.01031337155622,2015-06-24,175,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2016,7,13,28,2.44541440660311,2016-07-13,195,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2017,6,28,26,2.0743867492655,2017-06-28,179,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2019,6,12,24,1.00184970241591,2019-06-12,163,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2020,7,22,30,3.4036456606049,2020-07-22,204,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2021,7,7,27,1.59920221094861,2021-07-07,188,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,23,2022,7,13,28,1.55930094763561,2022-07-13,194,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus icarus,24,2012,6,13,24,0.608285837691615,2012-06-13,165,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2013,6,19,25,1.50778819962357,2013-06-19,170,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2014,5,7,19,0.363256011771483,2014-05-07,127,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2015,6,24,26,1.42385934494628,2015-06-24,175,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2016,7,13,28,0.51874500956379,2016-07-13,195,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2017,6,28,26,1.36862360427395,2017-06-28,179,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2018,7,18,29,2.57431936057767,2018-07-18,199,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2019,6,12,24,1.21699452554046,2019-06-12,163,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2020,7,22,30,2.85314684751854,2020-07-22,204,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2021,7,7,27,2.41003019953099,2021-07-07,188,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,24,2022,7,13,28,1.4698272819728,2022-07-13,194,Campos de Otero,16_24,CO (2248),CO,2248
Polyommatus icarus,32,2012,6,13,24,1.36049325764981,2012-06-13,165,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2013,6,19,25,1.79652072327031,2013-06-19,170,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2014,5,7,19,1.9615414401659,2014-05-07,127,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2016,7,13,28,1.10909960713254,2016-07-13,195,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2017,6,28,26,3.14342274137032,2017-06-28,179,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2019,6,12,24,2.24400831936387,2019-06-12,163,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2020,7,22,30,2.7200581468747,2020-07-22,204,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2021,7,7,27,2.93573209984256,2021-07-07,188,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,32,2022,7,13,28,2.38841154032031,2022-07-13,194,Fabriquilla,16_32,FA (992),FA,992
Polyommatus icarus,33,2013,6,19,25,0.422204175916334,2013-06-19,170,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2014,5,7,19,0.42789259086549303,2014-05-07,127,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2015,6,24,26,1.68554595550292,2015-06-24,175,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2016,7,13,28,0.837957544049209,2016-07-13,195,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2017,6,28,26,1.45809342432513,2017-06-28,179,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2019,6,12,24,0.702361552865251,2019-06-12,163,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2020,7,22,30,4.92469475758545,2020-07-22,204,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2021,7,7,27,2.41787279608983,2021-07-07,188,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,33,2022,7,13,28,0.412906211080497,2022-07-13,194,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Polyommatus icarus,34,2013,6,19,25,1.21635672724665,2013-06-19,170,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus icarus,34,2016,7,13,28,0.597462790377819,2016-07-13,195,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus icarus,34,2017,6,28,26,0.36415091546024,2017-06-28,179,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus icarus,34,2019,6,12,24,1.2747935185923,2019-06-12,163,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus icarus,34,2020,7,22,30,3.60944097381466,2020-07-22,204,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus icarus,34,2021,7,7,27,1.1255487027459,2021-07-07,188,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus icarus,34,2022,7,13,28,0.385740405303026,2022-07-13,194,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus icarus,35,2013,6,19,25,1.41926557514315,2013-06-19,170,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2014,5,7,19,1.14314769848918,2014-05-07,127,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2015,6,24,26,1.24089787183748,2015-06-24,175,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2016,7,13,28,0.594592116646073,2016-07-13,195,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2017,6,28,26,3.50582132009963,2017-06-28,179,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2019,6,12,24,1.29158320166231,2019-06-12,163,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2020,7,22,30,2.34154893220511,2020-07-22,204,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2021,7,7,27,1.35841319742542,2021-07-07,188,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,35,2022,7,13,28,0.894053526676481,2022-07-13,194,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus icarus,36,2017,6,28,26,0.57091609286755,2017-06-28,179,Sabinas,16_36,SA (2180),SA,2180
Polyommatus icarus,36,2020,7,22,30,0.681741334898888,2020-07-22,204,Sabinas,16_36,SA (2180),SA,2180
Polyommatus icarus,45,2014,5,7,19,1.81990026788863,2014-05-07,127,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2015,6,24,26,2.21007308433876,2015-06-24,175,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2016,7,13,28,1.76344773930404,2016-07-13,195,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2017,6,28,26,2.73172238827247,2017-06-28,179,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2018,7,18,29,2.88254756462288,2018-07-18,199,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2019,6,12,24,1.84546749819097,2019-06-12,163,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2020,7,22,30,2.78694419461261,2020-07-22,204,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2021,7,7,27,1.61232389979868,2021-07-07,188,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,45,2022,7,13,28,3.67537074112551,2022-07-13,194,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus icarus,46,2014,5,7,19,0.464804490684631,2014-05-07,127,Laguna,16_46,LP (732),LP,732
Polyommatus icarus,46,2015,6,24,26,0.558200172585094,2015-06-24,175,Laguna,16_46,LP (732),LP,732
Polyommatus icarus,46,2020,7,22,30,0.67852038643381,2020-07-22,204,Laguna,16_46,LP (732),LP,732
Polyommatus icarus,48,2014,5,7,19,2.29188819965485,2014-05-07,127,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2015,6,24,26,4.60179654239763,2015-06-24,175,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2016,7,13,28,2.42897325841587,2016-07-13,195,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2017,6,28,26,4.01414109772142,2017-06-28,179,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2018,7,18,29,2.78893337975307,2018-07-18,199,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2019,6,12,24,2.43459439313105,2019-06-12,163,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2020,7,22,30,5.71032689411172,2020-07-22,204,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2021,7,7,27,3.69149347032364,2021-07-07,188,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,48,2022,7,13,28,2.09362387774744,2022-07-13,194,Pitres,16_48,PI (1379),PI,1379
Polyommatus icarus,49,2014,5,7,19,0.378772783281954,2014-05-07,127,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2015,6,24,26,1.06564335960449,2015-06-24,175,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2016,7,13,28,0.82994190220419,2016-07-13,195,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2017,6,28,26,0.283495151073588,2017-06-28,179,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2018,7,18,29,1.58267309741887,2018-07-18,199,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2019,6,12,24,2.97274037396505,2019-06-12,163,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2020,7,22,30,1.69884055768563,2020-07-22,204,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2021,7,7,27,1.9852324064998501,2021-07-07,188,Turbera,16_49,TU (745),TU,745
Polyommatus icarus,49,2022,7,13,28,0.990117090981488,2022-07-13,194,Turbera,16_49,TU (745),TU,745
Polyommatus nivescens,20,2014,7,16,29,1.99868956906085,2014-07-16,197,Purche,16_20,PU (1442),PU,1442
Polyommatus nivescens,20,2016,7,6,27,1.94512137846527,2016-07-06,188,Purche,16_20,PU (1442),PU,1442
Polyommatus nivescens,21,2013,7,17,29,1.07535023510765,2013-07-17,198,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus nivescens,21,2014,7,16,29,0.563995600600692,2014-07-16,197,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus nivescens,21,2015,6,17,25,0.675742108651835,2015-06-17,168,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus nivescens,21,2017,7,12,28,0.787987237688551,2017-07-12,193,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus nivescens,21,2019,7,17,29,2.21873146614946,2019-07-17,198,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus nivescens,21,2020,7,8,28,1.07439561107018,2020-07-08,190,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus nivescens,21,2021,6,30,26,1.26756935127685,2021-06-30,181,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus nivescens,23,2013,7,17,29,0.439526688784172,2013-07-17,198,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus nivescens,23,2015,6,17,25,1.12374833905195,2015-06-17,168,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus nivescens,23,2016,7,6,27,1.50902590905593,2016-07-06,188,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus nivescens,23,2019,7,17,29,0.695047952659818,2019-07-17,198,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus nivescens,23,2021,6,30,26,0.635484855453188,2021-06-30,181,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus nivescens,34,2016,7,6,27,1.88562428103346,2016-07-06,188,Catifas,16_34,CAT (1666),CAT,1666
Polyommatus nivescens,35,2016,7,6,27,2.2625292481446,2016-07-06,188,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus nivescens,35,2021,6,30,26,0.882657122648751,2021-06-30,181,Praillos,16_35,PRA (1894),PRA,1894
Polyommatus nivescens,36,2013,7,17,29,0.463697433931503,2013-07-17,198,Sabinas,16_36,SA (2180),SA,2180
Polyommatus nivescens,36,2019,7,17,29,1.63950161986815,2019-07-17,198,Sabinas,16_36,SA (2180),SA,2180
Polyommatus nivescens,45,2014,7,16,29,2.18512780233268,2014-07-16,197,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2015,6,17,25,1.54354379621577,2015-06-17,168,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2016,7,6,27,3.42789222524405,2016-07-06,188,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2017,7,12,28,2.89647674748434,2017-07-12,193,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2018,7,18,29,3.09137686790233,2018-07-18,199,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2019,7,17,29,9.74278970709016,2019-07-17,198,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2020,7,8,28,2.33574721268214,2020-07-08,190,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2021,6,30,26,3.47951347007954,2021-06-30,181,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus nivescens,45,2022,6,1,22,2.75905145986036,2022-06-01,152,Dúrcal,16_45,DU (1950),DU,1950
Polyommatus thersites,16,2013,7,24,30,4.05970081426985,2013-07-24,205,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Polyommatus thersites,18,2013,7,24,30,0.499211894728161,2013-07-24,205,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Polyommatus thersites,20,2013,7,24,30,1.79729694622022,2013-07-24,205,Purche,16_20,PU (1442),PU,1442
Polyommatus thersites,21,2013,7,24,30,2.37449376875431,2013-07-24,205,Matas Verdes,16_21,MV (1919),MV,1919
Polyommatus thersites,23,2013,7,24,30,6.9903663519924,2013-07-24,205,Robledal Dílar,16_23,DI (1720),DI,1720
Polyommatus thersites,35,2013,7,24,30,0.478410617463635,2013-07-24,205,Praillos,16_35,PRA (1894),PRA,1894
Pontia daplidice,14,2013,7,24,30,0.620619303831749,2013-07-24,205,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2015,6,3,23,0.930438418417716,2015-06-03,154,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2016,7,6,27,1.09588122352539,2016-07-06,188,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2017,6,14,24,0.892991670016499,2017-06-14,165,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2018,7,4,27,1.33013236018529,2018-07-04,185,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2019,6,26,26,1.21267488462319,2019-06-26,177,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2020,6,24,26,1.16266591633744,2020-06-24,176,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2021,7,14,28,1.36225445142322,2021-07-14,195,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,14,2022,7,6,27,1.05190182745334,2022-07-06,187,Laguna seca,16_14,LS (2282),LS,2282
Pontia daplidice,15,2017,6,14,24,0.660842857050643,2017-06-14,165,Altas cumbres,16_15,AC (3126),AC,3126
Pontia daplidice,16,2012,7,25,30,0.628691194823788,2012-07-25,207,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2013,7,24,30,0.822432109829417,2013-07-24,205,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2014,8,6,32,0.507239007417705,2014-08-06,218,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2016,7,6,27,1.07026785872091,2016-07-06,188,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2017,6,14,24,0.770298626827109,2017-06-14,165,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2018,7,4,27,1.34283513486247,2018-07-04,185,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2019,6,26,26,1.34094236210787,2019-06-26,177,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2020,6,24,26,0.594715215607975,2020-06-24,176,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2021,7,14,28,0.847530802071322,2021-07-14,195,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,16,2022,7,6,27,0.989255763050869,2022-07-06,187,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Pontia daplidice,17,2013,7,24,30,1.23580209104614,2013-07-24,205,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,17,2015,6,3,23,0.433237786616427,2015-06-03,154,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,17,2016,7,6,27,1.74162978695104,2016-07-06,188,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,17,2018,7,4,27,1.53944209637123,2018-07-04,185,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,17,2019,6,26,26,0.311160142737566,2019-06-26,177,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,17,2020,6,24,26,0.296011823350001,2020-06-24,176,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,17,2021,7,14,28,0.744643382227074,2021-07-14,195,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,17,2022,7,6,27,1.16754868265217,2022-07-06,187,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Pontia daplidice,18,2012,7,25,30,0.839621412816404,2012-07-25,207,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2013,7,24,30,0.674964949923987,2013-07-24,205,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2014,8,6,32,0.473303328884566,2014-08-06,218,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2016,7,6,27,1.54811611959862,2016-07-06,188,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2017,6,14,24,0.471530119404219,2017-06-14,165,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2018,7,4,27,1.53944256251594,2018-07-04,185,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2020,6,24,26,0.444017574918778,2020-06-24,176,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2021,7,14,28,0.558480801893018,2021-07-14,195,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,18,2022,7,6,27,1.35126232914169,2022-07-06,187,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Pontia daplidice,20,2012,7,25,30,0.758687673221644,2012-07-25,207,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2013,7,24,30,1.72590182372537,2013-07-24,205,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2014,8,6,32,0.81280475116232,2014-08-06,218,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2015,6,3,23,1.07044184263576,2015-06-03,154,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2016,7,6,27,0.942453041350643,2016-07-06,188,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2017,6,14,24,0.886270438209779,2017-06-14,165,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2019,6,26,26,0.551944790364952,2019-06-26,177,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2020,6,24,26,0.77922760821719,2020-06-24,176,Purche,16_20,PU (1442),PU,1442
Pontia daplidice,20,2021,7,14,28,1.3360566140787,2021-07-14,195,Purche,16_20,PU (1442),PU,1442
