species,site_id,mk_tau,mk_pvalue,sen_slope,sen_stats,sen_pvalue,lm_slope,lm_pvalue,lm_rsquared,transecto,id_transect,abb_elev,abreviatura,altitud
Anthocharis cardamines,23,0.2142857313156128,0.536186695098877,1.2916666666666667,0.6185895741317419,0.5361867719001739,0.9499999999999178,0.6438714367550457,0.037950065703020334,Robledal Dílar,16_23,DI (1720),DI,1720
Anthocharis euphenoides,20,0.4000000059604645,0.46243274211883545,4,0.7348469228349533,0.4624327264504763,2.2462686567163845,0.26015562050751717,0.3899232212639214,Purche,16_20,PU (1442),PU,1442
Anthocharis euphenoides,23,-0.1428571492433548,0.7105230093002319,-0.35,-0.3711537444790451,0.7105230229164895,-0.07615894039754949,0.9573021181067418,5.189321964593482e-4,Robledal Dílar,16_23,DI (1720),DI,1720
Anthocharis euphenoides,32,-0.6000000238418579,0.22067134082317352,-3,-1.224744871391589,0.2206713619198468,-1.7408759124088253,0.2654033485017554,0.3833784904058745,Fabriquilla,16_32,FA (992),FA,992
Anthocharis euphenoides,45,-0.0714285746216774,0.901538610458374,-0.5833333333333333,-0.12371791482634838,0.9015386266571278,0.7976190476189441,0.7069880807692017,0.025258407746888985,Dúrcal,16_45,DU (1950),DU,1950
Anthocharis euphenoides,48,0,1,0,-0,1,0.7657657657657947,0.6617356913066064,0.03406074834647092,Pitres,16_48,PI (1379),PI,1379
Aporia crataegi,20,-0.1111111119389534,0.7544541954994202,-0.8125,-0.3127716210856122,0.754454177494089,-0.5291666666666669,0.4373040617497802,0.08834903593339487,Purche,16_20,PU (1442),PU,1442
Aporia crataegi,21,-0.1111111119389534,0.7205147743225098,-0.6666666666666666,-0.35777087639996635,0.7205147871362553,-0.4719926538108382,0.38725358059575365,0.09461943216020309,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,23,-0.1111111119389534,0.7544541954994202,-0.875,-0.3127716210856122,0.754454177494089,-0.572398190045254,0.34735773167874434,0.12658806126000238,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,34,-0.19999998807907104,0.7071142196655273,-1.2,-0.3757345746510897,0.7071142312899614,-0.6971046770601429,0.4028209074646213,0.17928822014774642,Catifas,16_34,CAT (1666),CAT,1666
Aporia crataegi,45,0.2857142984867096,0.3864762783050537,0.6190476190476191,0.8660254037844386,0.3864762307712327,0.41891891891902816,0.8245952230279296,0.008855428903167636,Dúrcal,16_45,DU (1950),DU,1950
Argynnis pandora,21,0,1,-0.25,-0,1,-4.142276422764503,0.4582248974267563,0.19374734576322286,Matas Verdes,16_21,MV (1919),MV,1919
Argynnis pandora,23,0.0476190485060215,1,1.5,0,1,-2.0180180180189073,0.6291936931158868,0.05017605017610573,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,24,0,1,0,-0,1,-3.3088235294111814,0.5564575693502982,0.09312759722516442,Campos de Otero,16_24,CO (2248),CO,2248
Argynnis pandora,33,0.527046263217926,0.31221628189086914,1.375,1.0105823052798228,0.3122163883433193,3.0753424657531503,0.5098442625245911,0.15645012090679264,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Argynnis pandora,48,0.08451542258262634,0.8339354991912842,0.6071428571428572,0.20965696734438366,0.833935414088552,-2.3166666666664226,0.6059729788769082,0.039984409922456776,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,18,0.6000000238418579,0.22067129611968994,14.791666666666668,1.224744871391589,0.2206713619198468,9.500000000000009,0.17802574701907642,0.5057893623770593,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Aricia cramera,20,0.2380952388048172,0.5480055809020996,2.3333333333333335,0.6007514091861106,0.5480055723613093,3.084677419354585,0.41705054617618414,0.13523084388574025,Purche,16_20,PU (1442),PU,1442
Aricia cramera,21,0.2142857313156128,0.536186695098877,4.75,0.6185895741317419,0.5361867719001739,3.751572327043625,0.21172380355991746,0.24559638851828852,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,23,0.1111111119389534,0.7544541358947754,3.2857142857142856,0.3127716210856122,0.754454177494089,1.2554054054053019,0.8306203519085534,0.006993964892125338,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,32,0,1,-1.625,-0,1,-0.8035714285712989,0.9412595182603911,0.002129919851904092,Fabriquilla,16_32,FA (992),FA,992
Aricia cramera,33,0.19999998807907104,0.7071142196655273,1,0.3757345746510897,0.7071142312899614,3.120000000000511,0.4555331665013733,0.1455297593921836,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia cramera,45,0.2222222238779068,0.46551215648651123,3.916666666666667,0.7298004491997617,0.46551216987418653,2.9333333333334064,0.6701919797771971,0.02743472561731932,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,48,0.2222222238779068,0.46551215648651123,3.916666666666667,0.7298004491997617,0.46551216987418653,2.9333333333334064,0.6701919797771971,0.02743472561731932,Pitres,16_48,PI (1379),PI,1379
Aricia montensis,21,0.13801309466362,0.8483116626739502,3.6,0.19127301391900148,0.8483117025202374,1.9608540925272637,0.38675926429425467,0.19058574792424932,Matas Verdes,16_21,MV (1919),MV,1919
Aricia montensis,23,-0.14085903763771057,0.674986720085144,-0.8571428571428572,-0.4193139346887673,0.6749867139704894,-0.09057971014495136,0.952472408283445,5.447857466618213e-4,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,45,0.800000011920929,0.0864107608795166,11.375,1.7146428199482247,0.08641073297370003,8.058139534883358,0.04909883659503113,0.7740907537668825,Dúrcal,16_45,DU (1950),DU,1950
Brintesia circe,18,0.19999998807907104,0.7071142196655273,3,0.3757345746510897,0.7071142312899614,3.571428571429497,0.17342667749352048,0.4062134407904377,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Brintesia circe,20,0.0714285746216774,0.901538610458374,1.7,0.12371791482634838,0.9015386266571278,3.509554140127101,0.18025950619143782,0.2770039150852373,Purche,16_20,PU (1442),PU,1442
Brintesia circe,23,-0.2142857313156128,0.5361867547035217,-0.75,-0.6185895741317419,0.5361867719001739,2.03839732888121,0.4160036448165176,0.11280801063155355,Robledal Dílar,16_23,DI (1720),DI,1720
Brintesia circe,34,-0.0714285746216774,0.901538610458374,-0.2,-0.12371791482634838,0.9015386266571278,1.6390728476819214,0.5082759952926283,0.07614293647436128,Catifas,16_34,CAT (1666),CAT,1666
Brintesia circe,45,0.0555555559694767,0.9169652462005615,1.0833333333333335,0.10425720702853739,0.9169652366288644,2.466666666666606,0.353456032654152,0.12363034316676692,Dúrcal,16_45,DU (1950),DU,1950
Brintesia circe,48,0.0555555559694767,0.9169652462005615,1.0833333333333335,0.10425720702853739,0.9169652366288644,2.466666666666606,0.353456032654152,0.12363034316676692,Pitres,16_48,PI (1379),PI,1379
Cacyreus marshalli,48,0.1428571492433548,0.7638905048370361,2.3333333333333335,0.3003757045930553,0.7638905934705397,2.685567010308022,0.6914746712483331,0.03418054018248471,Pitres,16_48,PI (1379),PI,1379
Callophrys rubi,20,-0.06666666269302368,1,-3.4,-0,1,-1.2499999999997535,0.5933852438962459,0.07742758243756043,Purche,16_20,PU (1442),PU,1442
Callophrys rubi,48,0.3333333432674408,0.367520809173584,1.5,0.9011271137791659,0.3675207382421431,1.4756097560973886,0.3189702378195536,0.1966396260878655,Pitres,16_48,PI (1379),PI,1379
Celastrina argiolus,48,0.1972026526927948,0.5293681621551514,2.083333333333333,0.628970902033151,0.5293681061847979,3.8666666666668768,0.3747394754060658,0.11376074397634522,Pitres,16_48,PI (1379),PI,1379
Chazara briseis,18,-0.1428571492433548,0.7638905644416809,-2.5,-0.3003757045930553,0.7638905934705397,-1.3821656050952214,0.6419193832868686,0.04662364935576228,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Chazara briseis,20,0.08451542258262634,0.8339354991912842,1.1166666666666667,0.20965696734438366,0.833935414088552,0.4333333333334542,0.8539986794225494,0.005180870631517308,Purche,16_20,PU (1442),PU,1442
Coenonympha dorus,17,-0.06666666269302368,1,-0.6666666666666666,-0,1,-0.25901639344268207,0.7462167105977804,0.029190149902961236,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Coenonympha dorus,20,-0.3571428954601288,0.26551035046577454,-1.55,-1.1134612334371354,0.26551038895387374,-0.4585448392555013,0.5641389616963798,0.05842296729583532,Purche,16_20,PU (1442),PU,1442
Coenonympha dorus,21,-0.20000000298023224,0.8064959049224854,-1.5,-0.2449489742783178,0.8064959405073402,-0.029411764705899845,0.9843553714976327,1.5098441840818354e-4,Matas Verdes,16_21,MV (1919),MV,1919
Coenonympha pamphilus,20,-0.6666666865348816,0.016488665714859962,-6.25,-2.39791576165636,0.016488656727670144,-5.924999999999873,0.014644540670691111,0.5970344387755064,Purche,16_20,PU (1442),PU,1442
Coenonympha pamphilus,33,-0.5,0.07633274793624878,-3.5,-1.7723725194851356,0.07633274037635716,-4.06355932203383,0.08547820192475275,0.3638951713353731,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Coenonympha pamphilus,34,-0.5,0.07633274793624878,-3.5,-1.7723725194851356,0.07633274037635716,-4.06355932203383,0.08547820192475275,0.3638951713353731,Catifas,16_34,CAT (1666),CAT,1666
Colias alfacariensis,20,0.10540924966335297,1,0.75,0,1,-0.2105263157891781,0.9432760381844365,0.0019860973187632806,Purche,16_20,PU (1442),PU,1442
Colias crocea,14,-0.03669879585504532,0.9377589225769043,-0.14285714285714285,-0.07808688094430304,0.9377589428180784,0.13636363636364027,0.9177095136568476,0.0012529234881390623,Laguna seca,16_14,LS (2282),LS,2282
Colias crocea,15,-0.1972026526927948,0.5293681025505066,-0.7857142857142857,-0.628970902033151,0.5293681061847979,-0.2669491525424043,0.8353692286281196,0.006602982571721379,Altas cumbres,16_15,AC (3126),AC,3126
Colias crocea,16,-0.03669879585504532,0.9377589225769043,-0.14285714285714285,-0.07808688094430304,0.9377589428180784,0.13636363636364027,0.9177095136568476,0.0012529234881390623,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Colias crocea,17,-0.1348399668931961,0.6534220576286316,-0.5,-0.4490132550669373,0.6534220947553175,-0.047750229568347985,0.9693174711310477,1.9681451629287926e-4,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Colias crocea,18,-0.1348399668931961,0.6534220576286316,-0.5,-0.4490132550669373,0.6534220947553175,-0.047750229568347985,0.9693174711310477,1.9681451629287926e-4,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Colias crocea,20,-0.08451542258262634,0.8339354395866394,-0.5833333333333333,-0.20965696734438366,0.833935414088552,0.3458333333332657,0.821069654105915,0.00781561989471485,Purche,16_20,PU (1442),PU,1442
Colias crocea,21,-0.1348399668931961,0.6534220576286316,-0.5,-0.4490132550669373,0.6534220947553175,-0.047750229568347985,0.9693174711310477,1.9681451629287926e-4,Matas Verdes,16_21,MV (1919),MV,1919
Colias crocea,23,-0.1348399668931961,0.6534220576286316,-0.5,-0.4490132550669373,0.6534220947553175,-0.047750229568347985,0.9693174711310477,1.9681451629287926e-4,Robledal Dílar,16_23,DI (1720),DI,1720
Colias crocea,24,-0.03669879585504532,0.9377589225769043,-0.14285714285714285,-0.07808688094430304,0.9377589428180784,0.13636363636364027,0.9177095136568476,0.0012529234881390623,Campos de Otero,16_24,CO (2248),CO,2248
Colias crocea,32,0.0476190485060215,1,1,0,1,0.6153846153844673,0.7398337658261598,0.024059019782901127,Fabriquilla,16_32,FA (992),FA,992
Colias crocea,33,-0.1348399668931961,0.6534220576286316,-0.5,-0.4490132550669373,0.6534220947553175,-0.047750229568347985,0.9693174711310477,1.9681451629287926e-4,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Colias crocea,34,-0.1348399668931961,0.6534220576286316,-0.5,-0.4490132550669373,0.6534220947553175,-0.047750229568347985,0.9693174711310477,1.9681451629287926e-4,Catifas,16_34,CAT (1666),CAT,1666
Colias crocea,35,-0.1348399668931961,0.6534220576286316,-0.5,-0.4490132550669373,0.6534220947553175,-0.047750229568347985,0.9693174711310477,1.9681451629287926e-4,Praillos,16_35,PRA (1894),PRA,1894
Colias crocea,36,0.028171807527542114,1,0.3333333333333333,0,1,0.8770270270269978,0.521893887315141,0.06095422366036862,Sabinas,16_36,SA (2180),SA,2180
Colias crocea,45,0.1972026526927948,0.5293681621551514,1,0.628970902033151,0.5293681061847979,1.1833333333333032,0.5338502597824744,0.05762459990854992,Dúrcal,16_45,DU (1950),DU,1950
Colias crocea,48,0.1972026526927948,0.5293681621551514,1,0.628970902033151,0.5293681061847979,1.1833333333333032,0.5338502597824744,0.05762459990854992,Pitres,16_48,PI (1379),PI,1379
Colias crocea,49,0.1972026526927948,0.5293681621551514,1,0.628970902033151,0.5293681061847979,1.1833333333333032,0.5338502597824744,0.05762459990854992,Turbera,16_49,TU (745),TU,745
Cupido lorquinii,20,-0.527046263217926,0.3122163414955139,-5,-1.0105823052798228,0.3122163883433193,-2.088235294117643,0.2751947598809471,0.3714045738535885,Purche,16_20,PU (1442),PU,1442
Cupido lorquinii,21,-0.27602618932724,0.5660902261734009,-3.2,-0.5738190417570045,0.56609026181685,-1.6220095693783199,0.4637976707108708,0.1406654499921223,Matas Verdes,16_21,MV (1919),MV,1919
Cupido lorquinii,45,-0.3333333134651184,0.45237037539482117,-4,-0.7514691493021795,0.45237036067736075,-2.1180124223601466,0.4002565755439879,0.18105846979810547,Dúrcal,16_45,DU (1950),DU,1950
Erebia hispania,16,-0.2777777910232544,0.34808260202407837,-2,-0.9383148632568366,0.3480826236329239,-0.9967948717948123,0.39257930576861266,0.10599608107870183,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Erebia hispania,24,-0.2380952388048172,0.5480055809020996,-2.6666666666666665,-0.6007514091861106,0.5480055723613093,-1.2638888888885673,0.44018539840187926,0.12317888956883723,Campos de Otero,16_24,CO (2248),CO,2248
Euchloe crameri,45,-0.1428571492433548,0.7638905644416809,-2.5,-0.3003757045930553,0.7638905934705397,-2.035714285714053,0.6743572082391085,0.03823432498587959,Dúrcal,16_45,DU (1950),DU,1950
Euphydryas aurinia,20,-0.6000000238418579,0.22067134082317352,-1.625,-1.224744871391589,0.2206713619198468,-0.8571428571428682,0.08254105238597337,0.6875477463712832,Purche,16_20,PU (1442),PU,1442
Euphydryas aurinia,21,-0.4494665563106537,0.08796145766973495,-1.4,-1.7062503692543616,0.08796147430808014,-1.1533516988062833,0.0881825634621686,0.3202055114280913,Matas Verdes,16_21,MV (1919),MV,1919
Euphydryas aurinia,23,-0.4494665563106537,0.08796145766973495,-1.4,-1.7062503692543616,0.08796147430808014,-1.1533516988062833,0.0881825634621686,0.3202055114280913,Robledal Dílar,16_23,DI (1720),DI,1720
Euphydryas aurinia,34,-0.5916079878807068,0.036031704396009445,-1.5,-2.096569673443837,0.036031686218233556,-1.4216216216215962,0.08239726452704835,0.36963567621007204,Catifas,16_34,CAT (1666),CAT,1666
Euphydryas aurinia,45,-0.46666663885116577,0.2596563398838043,-2,-1.1272037239532693,0.2596563563704501,-0.9828326180259673,0.39727646369794695,0.1831315455882311,Dúrcal,16_45,DU (1950),DU,1950
Fabriciana adippe,21,-0.3333333432674408,0.3675207495689392,-0.75,-0.9011271137791659,0.3675207382421431,-0.6049723756903969,0.6545666036343756,0.04324051901963654,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,14,0.09759000688791275,0.8792572021484375,0.25,0.15191090506254998,0.8792572071248308,-0.3843930635838155,0.8345934597087956,0.009584603947628367,Laguna seca,16_14,LS (2282),LS,2282
Fabriciana niobe,16,0.29276999831199646,0.4475208520889282,1.3333333333333333,0.7595545253127499,0.4475209101304693,0.7970085470084595,0.5903930019394175,0.06196002251649813,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Fabriciana niobe,21,-0.08451542258262634,0.8339354395866394,-0.3666666666666667,-0.20965696734438366,0.833935414088552,-0.4298642533937006,0.7173686592441951,0.019896274822120717,Matas Verdes,16_21,MV (1919),MV,1919
Fabriciana niobe,23,-0.1951800137758255,0.6485821604728699,-0.6666666666666666,-0.45573271518764996,0.6485821935696237,-0.28893442622961324,0.8428606335213336,0.008642289796010979,Robledal Dílar,16_23,DI (1720),DI,1720
Fabriciana niobe,24,0.028171807527542114,1,0.125,0,1,-0.030963302752305494,0.9781862488056436,1.146788990826557e-4,Campos de Otero,16_24,CO (2248),CO,2248
Fabriciana niobe,45,-0.07161148637533188,1,0,-0,1,-0.4310344827587136,0.6248316323162084,0.06537428959940438,Dúrcal,16_45,DU (1950),DU,1950
Favonius quercus,23,-0.6190476417541504,0.07150541990995407,-4,-1.8022542275583318,0.07150541644487447,-2.4827586206894097,0.059014632654210385,0.5425147820627045,Robledal Dílar,16_23,DI (1720),DI,1720
Favonius quercus,48,-0.6000000238418579,0.22067134082317352,-6.958333333333334,-1.224744871391589,0.2206713619198468,-4.7017543859648185,0.16641323255156226,0.5245920796996821,Pitres,16_48,PI (1379),PI,1379
Gonepteryx cleopatra,23,-0.27602618932724,0.5660902261734009,-1.5,-0.5738190417570045,0.56609026181685,-1.1270588235293992,0.2353955872494672,0.32738700816888044,Robledal Dílar,16_23,DI (1720),DI,1720
Gonepteryx cleopatra,33,-0.10540924966335297,1,-1.25,-0,1,-0.07731958762902723,0.9720127704863498,4.832474226824731e-4,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Gonepteryx cleopatra,45,0.1714985966682434,0.5981614589691162,1.3,0.5270462766947299,0.598161452683528,0.7166666666666306,0.5846203217722102,0.044791666666663975,Dúrcal,16_45,DU (1950),DU,1950
Gonepteryx cleopatra,48,0.14824986457824707,0.7061970233917236,1.4166666666666667,0.37696851746252596,0.7061970013354244,0.8259023354563629,0.5558682853998975,0.06085925525526009,Pitres,16_48,PI (1379),PI,1379
Gonepteryx rhamni,32,0.4000000059604645,0.46243274211883545,13.375,0.7348469228349533,0.4624327264504763,12.864864864865321,0.3392647375592048,0.2999890107125782,Fabriquilla,16_32,FA (992),FA,992
Gonepteryx rhamni,48,0,1,-1.625,-0,1,2.2276785714280614,0.8356135824078419,0.016762849581421855,Pitres,16_48,PI (1379),PI,1379
Hesperia comma,16,-0.19999998807907104,0.7071142196655273,-1.5,-0.3757345746510897,0.7071142312899614,-1.7548638132296888,0.11311168585532523,0.5057147474545268,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hesperia comma,21,-0.5714285969734192,0.06348653882741928,-1.7083333333333335,-1.8557687223952255,0.06348653056076752,-1.7333333333333112,0.027585869088405386,0.58244480344648,Matas Verdes,16_21,MV (1919),MV,1919
Hesperia comma,24,-0.46666663885116577,0.2596563398838043,-2,-1.1272037239532693,0.2596563563704501,-1.1864406779661312,0.1453670034199703,0.4489234997709283,Campos de Otero,16_24,CO (2248),CO,2248
Hesperia comma,35,-0.4000000059604645,0.46243271231651306,-1.75,-0.7348469228349533,0.4624327264504763,-0.7164179104477856,0.368709767473068,0.27077212363385184,Praillos,16_35,PRA (1894),PRA,1894
Hesperia comma,45,-0.4000000059604645,0.46243271231651306,-1.8333333333333335,-0.7348469228349533,0.4624327264504763,-0.7758620689655336,0.3816041696821056,0.25862068965522544,Dúrcal,16_45,DU (1950),DU,1950
Hipparchia fidia,21,0.06666666269302368,1,1.25,0,1,0.08988764044939775,0.9445767068148967,0.0013664629426982252,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia fidia,23,-0.1428571492433548,0.7105230093002319,-0.9285714285714286,-0.3711537444790451,0.7105230229164895,-0.5585106382978212,0.5511710181075816,0.06227089675738781,Robledal Dílar,16_23,DI (1720),DI,1720
Hipparchia fidia,48,0.3333333134651184,0.45237040519714355,2.5,0.7514691493021795,0.45237036067736075,0.9714285714284896,0.5860102833457386,0.0804267161409839,Pitres,16_48,PI (1379),PI,1379
Hipparchia hermione,18,-0.1428571492433548,0.7638905644416809,-1.3333333333333333,-0.3003757045930553,0.7638905934705397,-1.505395683452871,0.3452838924462461,0.17832100014858765,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hipparchia hermione,21,-0.20000000298023224,0.47427433729171753,-1.6666666666666667,-0.7155417527999327,0.47427435076732943,-1.4168962350781613,0.23358337847004346,0.17186313110020324,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia hermione,23,-0.20000000298023224,0.47427433729171753,-1.6666666666666667,-0.7155417527999327,0.47427435076732943,-1.4168962350781613,0.23358337847004346,0.17186313110020324,Robledal Dílar,16_23,DI (1720),DI,1720
Hipparchia hermione,24,-0.3888888955116272,0.17530807852745056,-1.7916666666666665,-1.355343691370986,0.1753080808082735,-2.480882352941247,0.04094860739207939,0.47184312620199603,Campos de Otero,16_24,CO (2248),CO,2248
Hipparchia hermione,34,-0.20000000298023224,0.8064959049224854,-1.8333333333333335,-0.2449489742783178,0.8064959405073402,-0.7167630057801827,0.6699223369689786,0.06879149591078249,Catifas,16_34,CAT (1666),CAT,1666
Hipparchia semele,20,-0.20000000298023224,0.8064959049224854,-2.5,-0.2449489742783178,0.8064959405073402,-1.172932330827091,0.7240053396711005,0.04774985480402635,Purche,16_20,PU (1442),PU,1442
Hipparchia semele,45,-0.2222222238779068,0.4655121862888336,-1.3666666666666667,-0.7298004491997617,0.46551216987418653,-1.2666666666667172,0.6295356015644231,0.03505705268269445,Dúrcal,16_45,DU (1950),DU,1950
Hipparchia statilinus,18,-0.6000000238418579,0.22067134082317352,-4.208333333333333,-1.224744871391589,0.2206713619198468,-1.5799999999999446,0.2028363322799488,0.4678410794602688,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hipparchia statilinus,20,-0.4285714626312256,0.1735462248325348,-2.5238095238095237,-1.360897063089832,0.17354622178785328,-1.65277777777777,0.2364573930855895,0.22378672229333701,Purche,16_20,PU (1442),PU,1442
Hipparchia statilinus,21,-0.3333333432674408,0.3675207495689392,-2,-0.9011271137791659,0.3675207382421431,-1.7309417040359714,0.2451571221073661,0.25737422872035104,Matas Verdes,16_21,MV (1919),MV,1919
Hipparchia statilinus,23,-0.2222222238779068,0.4655121862888336,-1.5,-0.7298004491997617,0.46551216987418653,-1.1716101694915142,0.2955972517322918,0.15433549874436026,Robledal Dílar,16_23,DI (1720),DI,1720
Hipparchia statilinus,34,-0.4285714626312256,0.1735462248325348,-2.166666666666667,-1.360897063089832,0.17354622178785328,-1.4798994974873576,0.14815230630298892,0.31450867906191265,Catifas,16_34,CAT (1666),CAT,1666
Hipparchia statilinus,45,-0.0476190485060215,1,-1,-0,1,-0.035714285714343416,0.9792428246388151,1.4952153110111616e-4,Dúrcal,16_45,DU (1950),DU,1950
Hipparchia statilinus,48,0.46666663885116577,0.25965631008148193,2,1.1272037239532693,0.2596563563704501,1.1750000000000316,0.2155967304421763,0.35063492063491314,Pitres,16_48,PI (1379),PI,1379
Hyponephele lycaon,14,0.3333333134651184,0.45237040519714355,2,0.7514691493021795,0.45237036067736075,0.4333333333333323,0.6533409696421195,0.05544013121924279,Laguna seca,16_14,LS (2282),LS,2282
Hyponephele lycaon,16,-0.19999998807907104,0.7071142196655273,-0.6666666666666666,-0.3757345746510897,0.7071142312899614,-0.5052631578948331,0.5392300490916746,0.1010526315789721,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Hyponephele lycaon,18,0.19999998807907104,0.7071142196655273,0.75,0.3757345746510897,0.7071142312899614,0.2548330404217622,0.7581985498521441,0.02645010083117243,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Hyponephele lycaon,20,-0.3333333432674408,0.3675207495689392,-2,-0.9011271137791659,0.3675207382421431,-0.964028776978251,0.24189081074912105,0.26044325829654286,Purche,16_20,PU (1442),PU,1442
Hyponephele lycaon,21,0.1951800137758255,0.6485822200775146,0.6,0.45573271518764996,0.6485821935696237,0.5656250000000065,0.4834879138690064,0.102686183550656,Matas Verdes,16_21,MV (1919),MV,1919
