ID,x,y,name,value
1,468250,4101250,tm3_1971_01_COG,1.899999976158142
1,468250,4101250,tm3_1971_02_COG,2.5
1,468250,4101250,tm3_1971_03_COG,-2.700000047683716
1,468250,4101250,tm3_1971_04_COG,0.30000001192092896
1,468250,4101250,tm3_1971_05_COG,1.2999999523162842
1,468250,4101250,tm3_1971_06_COG,11.300000190734863
1,468250,4101250,tm3_1971_07_COG,19.700000762939453
1,468250,4101250,tm3_1971_08_COG,22.5
1,468250,4101250,tm3_1971_09_COG,14.899999618530273
1,468250,4101250,tm3_1971_10_COG,9.800000190734863
1,468250,4101250,tm3_1971_11_COG,-3.9000000953674316
1,468250,4101250,tm3_1971_12_COG,-3.5
1,468250,4101250,tm3_1972_01_COG,-2.4000000953674316
1,468250,4101250,tm3_1972_02_COG,-4.400000095367432
1,468250,4101250,tm3_1972_03_COG,-2.799999952316284
1,468250,4101250,tm3_1972_04_COG,2.4000000953674316
1,468250,4101250,tm3_1972_05_COG,6
1,468250,4101250,tm3_1972_06_COG,15.600000381469727
1,468250,4101250,tm3_1972_07_COG,21.799999237060547
1,468250,4101250,tm3_1972_08_COG,20.299999237060547
1,468250,4101250,tm3_1972_09_COG,10
1,468250,4101250,tm3_1972_10_COG,6.099999904632568
1,468250,4101250,tm3_1972_11_COG,4.699999809265137
1,468250,4101250,tm3_1972_12_COG,1.5
1,468250,4101250,tm3_1973_01_COG,-0.8999999761581421
1,468250,4101250,tm3_1973_02_COG,-2.799999952316284
1,468250,4101250,tm3_1973_03_COG,-1.2000000476837158
1,468250,4101250,tm3_1973_04_COG,4.199999809265137
1,468250,4101250,tm3_1973_05_COG,10.699999809265137
1,468250,4101250,tm3_1973_06_COG,14.300000190734863
1,468250,4101250,tm3_1973_07_COG,22.5
1,468250,4101250,tm3_1973_08_COG,23.399999618530273
1,468250,4101250,tm3_1973_09_COG,19.700000762939453
1,468250,4101250,tm3_1973_10_COG,8.699999809265137
1,468250,4101250,tm3_1973_11_COG,5.5
1,468250,4101250,tm3_1973_12_COG,-0.6000000238418579
1,468250,4101250,tm3_1974_01_COG,3.5999999046325684
1,468250,4101250,tm3_1974_02_COG,-3
1,468250,4101250,tm3_1974_03_COG,-0.30000001192092896
1,468250,4101250,tm3_1974_04_COG,0.20000000298023224
1,468250,4101250,tm3_1974_05_COG,11.600000381469727
1,468250,4101250,tm3_1974_06_COG,15.100000381469727
1,468250,4101250,tm3_1974_07_COG,20.700000762939453
1,468250,4101250,tm3_1974_08_COG,21.799999237060547
