ID,x,y,name,value
1,468250,4101250,p_1951_01_COG,111.30000305175781
1,468250,4101250,p_1951_02_COG,168.3000030517578
1,468250,4101250,p_1951_03_COG,115.5
1,468250,4101250,p_1951_04_COG,57.900001525878906
1,468250,4101250,p_1951_05_COG,25.5
1,468250,4101250,p_1951_06_COG,2.5
1,468250,4101250,p_1951_07_COG,0.20000000298023224
1,468250,4101250,p_1951_08_COG,0.6000000238418579
1,468250,4101250,p_1951_09_COG,94.4000015258789
1,468250,4101250,p_1951_10_COG,23.700000762939453
1,468250,4101250,p_1951_11_COG,195.10000610351562
1,468250,4101250,p_1951_12_COG,6.900000095367432
1,468250,4101250,p_1952_01_COG,45.400001525878906
1,468250,4101250,p_1952_02_COG,28.100000381469727
1,468250,4101250,p_1952_03_COG,88.69999694824219
1,468250,4101250,p_1952_04_COG,108.80000305175781
1,468250,4101250,p_1952_05_COG,68.80000305175781
1,468250,4101250,p_1952_06_COG,0.6000000238418579
1,468250,4101250,p_1952_07_COG,0.30000001192092896
1,468250,4101250,p_1952_08_COG,67.9000015258789
1,468250,4101250,p_1952_09_COG,16.600000381469727
1,468250,4101250,p_1952_10_COG,40.70000076293945
1,468250,4101250,p_1952_11_COG,29.600000381469727
1,468250,4101250,p_1952_12_COG,48.5
1,468250,4101250,p_1953_01_COG,32.70000076293945
1,468250,4101250,p_1953_02_COG,14.300000190734863
1,468250,4101250,p_1953_03_COG,25
1,468250,4101250,p_1953_04_COG,34.599998474121094
1,468250,4101250,p_1953_05_COG,0.4000000059604645
1,468250,4101250,p_1953_06_COG,3.200000047683716
1,468250,4101250,p_1953_07_COG,0
1,468250,4101250,p_1953_08_COG,0
1,468250,4101250,p_1953_09_COG,0
1,468250,4101250,p_1953_10_COG,48.900001525878906
1,468250,4101250,p_1953_11_COG,0.800000011920929
1,468250,4101250,p_1953_12_COG,191.10000610351562
1,468250,4101250,p_1954_01_COG,20.299999237060547
1,468250,4101250,p_1954_02_COG,20.200000762939453
1,468250,4101250,p_1954_03_COG,120.5999984741211
1,468250,4101250,p_1954_04_COG,50.5
1,468250,4101250,p_1954_05_COG,0.20000000298023224
1,468250,4101250,p_1954_06_COG,0.10000000149011612
1,468250,4101250,p_1954_07_COG,0.20000000298023224
1,468250,4101250,p_1954_08_COG,0
1,468250,4101250,p_1954_09_COG,0
1,468250,4101250,p_1954_10_COG,6.800000190734863
1,468250,4101250,p_1954_11_COG,74.5999984741211
1,468250,4101250,p_1954_12_COG,66
1,468250,4101250,p_1955_01_COG,145.8000030517578
1,468250,4101250,p_1955_02_COG,167.10000610351562
1,468250,4101250,p_1955_03_COG,10.399999618530273
1,468250,4101250,p_1955_04_COG,24.700000762939453
1,468250,4101250,p_1955_05_COG,0.5
1,468250,4101250,p_1955_06_COG,11.100000381469727
1,468250,4101250,p_1955_07_COG,1.2999999523162842
1,468250,4101250,p_1955_08_COG,0
1,468250,4101250,p_1955_09_COG,4
1,468250,4101250,p_1955_10_COG,90.5
1,468250,4101250,p_1955_11_COG,65.5
1,468250,4101250,p_1955_12_COG,51.20000076293945
1,468250,4101250,p_1956_01_COG,86
1,468250,4101250,p_1956_02_COG,23.100000381469727
1,468250,4101250,p_1956_03_COG,136.60000610351562
1,468250,4101250,p_1956_04_COG,123.9000015258789
1,468250,4101250,p_1956_05_COG,6.599999904632568
1,468250,4101250,p_1956_06_COG,0
1,468250,4101250,p_1956_07_COG,9.600000381469727
1,468250,4101250,p_1956_08_COG,6.800000190734863
1,468250,4101250,p_1956_09_COG,49.5
1,468250,4101250,p_1956_10_COG,11.100000381469727
1,468250,4101250,p_1956_11_COG,44.5
1,468250,4101250,p_1956_12_COG,15.300000190734863
1,468250,4101250,p_1957_01_COG,48.900001525878906
1,468250,4101250,p_1957_02_COG,48.20000076293945
1,468250,4101250,p_1957_03_COG,56
1,468250,4101250,p_1957_04_COG,78.9000015258789
1,468250,4101250,p_1957_05_COG,64.5
1,468250,4101250,p_1957_06_COG,13.600000381469727
1,468250,4101250,p_1957_07_COG,0
1,468250,4101250,p_1957_08_COG,0
1,468250,4101250,p_1957_09_COG,11.5
1,468250,4101250,p_1957_10_COG,59.20000076293945
1,468250,4101250,p_1957_11_COG,103.9000015258789
1,468250,4101250,p_1957_12_COG,144.10000610351562
1,468250,4101250,p_1958_01_COG,34.70000076293945
1,468250,4101250,p_1958_02_COG,22.200000762939453
1,468250,4101250,p_1958_03_COG,89.5
1,468250,4101250,p_1958_04_COG,25.600000381469727
1,468250,4101250,p_1958_05_COG,6.099999904632568
1,468250,4101250,p_1958_06_COG,5.599999904632568
1,468250,4101250,p_1958_07_COG,0
1,468250,4101250,p_1958_08_COG,0.5
1,468250,4101250,p_1958_09_COG,0.20000000298023224
1,468250,4101250,p_1958_10_COG,22.700000762939453
1,468250,4101250,p_1958_11_COG,34.70000076293945
1,468250,4101250,p_1958_12_COG,460.20001220703125
1,468250,4101250,p_1959_01_COG,25.100000381469727
1,468250,4101250,p_1959_02_COG,25.600000381469727
1,468250,4101250,p_1959_03_COG,45.70000076293945
1,468250,4101250,p_1959_04_COG,28.700000762939453
1,468250,4101250,p_1959_05_COG,137.3000030517578
1,468250,4101250,p_1959_06_COG,0
1,468250,4101250,p_1959_07_COG,0
1,468250,4101250,p_1959_08_COG,0.800000011920929
1,468250,4101250,p_1959_09_COG,71.80000305175781
1,468250,4101250,p_1959_10_COG,69.30000305175781
1,468250,4101250,p_1959_11_COG,58.5
1,468250,4101250,p_1959_12_COG,131.8000030517578
1,468250,4101250,p_1960_01_COG,63.20000076293945
1,468250,4101250,p_1960_02_COG,195.5
1,468250,4101250,p_1960_03_COG,324.20001220703125
1,468250,4101250,p_1960_04_COG,71.69999694824219
1,468250,4101250,p_1960_05_COG,11.600000381469727
1,468250,4101250,p_1960_06_COG,9.5
1,468250,4101250,p_1960_07_COG,0.10000000149011612
1,468250,4101250,p_1960_08_COG,0
1,468250,4101250,p_1960_09_COG,0.10000000149011612
1,468250,4101250,p_1960_10_COG,130.8000030517578
1,468250,4101250,p_1960_11_COG,67
1,468250,4101250,p_1960_12_COG,62.099998474121094
1,468250,4101250,p_1961_01_COG,28.799999237060547
1,468250,4101250,p_1961_02_COG,0
1,468250,4101250,p_1961_03_COG,11.300000190734863
1,468250,4101250,p_1961_04_COG,39.400001525878906
1,468250,4101250,p_1961_05_COG,78
1,468250,4101250,p_1961_06_COG,24.799999237060547
1,468250,4101250,p_1961_07_COG,0.20000000298023224
1,468250,4101250,p_1961_08_COG,0
1,468250,4101250,p_1961_09_COG,34.5
1,468250,4101250,p_1961_10_COG,12.100000381469727
1,468250,4101250,p_1961_11_COG,238.10000610351562
1,468250,4101250,p_1961_12_COG,272.1000061035156
1,468250,4101250,p_1962_01_COG,58.20000076293945
1,468250,4101250,p_1962_02_COG,17.799999237060547
1,468250,4101250,p_1962_03_COG,198
1,468250,4101250,p_1962_04_COG,96
1,468250,4101250,p_1962_05_COG,45.400001525878906
1,468250,4101250,p_1962_06_COG,3.0999999046325684
1,468250,4101250,p_1962_07_COG,0
1,468250,4101250,p_1962_08_COG,0.10000000149011612
1,468250,4101250,p_1962_09_COG,0.5
1,468250,4101250,p_1962_10_COG,198.3000030517578
1,468250,4101250,p_1962_11_COG,76.5
1,468250,4101250,p_1962_12_COG,185.3000030517578
1,468250,4101250,p_1963_01_COG,205.5
1,468250,4101250,p_1963_02_COG,182
1,468250,4101250,p_1963_03_COG,3.5
1,468250,4101250,p_1963_04_COG,32.70000076293945
1,468250,4101250,p_1963_05_COG,69.4000015258789
1,468250,4101250,p_1963_06_COG,10.5
1,468250,4101250,p_1963_07_COG,0.10000000149011612
1,468250,4101250,p_1963_08_COG,0.30000001192092896
1,468250,4101250,p_1963_09_COG,54.5
1,468250,4101250,p_1963_10_COG,13.600000381469727
1,468250,4101250,p_1963_11_COG,114
1,468250,4101250,p_1963_12_COG,275.5
1,468250,4101250,p_1964_01_COG,8.300000190734863
1,468250,4101250,p_1964_02_COG,133
1,468250,4101250,p_1964_03_COG,83.5
1,468250,4101250,p_1964_04_COG,12.800000190734863
1,468250,4101250,p_1964_05_COG,21.700000762939453
1,468250,4101250,p_1964_06_COG,29.100000381469727
1,468250,4101250,p_1964_07_COG,0
1,468250,4101250,p_1964_08_COG,0
1,468250,4101250,p_1964_09_COG,0.4000000059604645
1,468250,4101250,p_1964_10_COG,0.5
1,468250,4101250,p_1964_11_COG,91.9000015258789
1,468250,4101250,p_1964_12_COG,82.5
1,468250,4101250,p_1965_01_COG,74.30000305175781
1,468250,4101250,p_1965_02_COG,87.4000015258789
1,468250,4101250,p_1965_03_COG,69
1,468250,4101250,p_1965_04_COG,7.400000095367432
1,468250,4101250,p_1965_05_COG,0
1,468250,4101250,p_1965_06_COG,11.800000190734863
1,468250,4101250,p_1965_07_COG,0
1,468250,4101250,p_1965_08_COG,0.30000001192092896
1,468250,4101250,p_1965_09_COG,66.69999694824219
1,468250,4101250,p_1965_10_COG,121
1,468250,4101250,p_1965_11_COG,180
1,468250,4101250,p_1965_12_COG,31
1,468250,4101250,p_1966_01_COG,223.60000610351562
1,468250,4101250,p_1966_02_COG,108.80000305175781
1,468250,4101250,p_1966_03_COG,1.899999976158142
1,468250,4101250,p_1966_04_COG,37.20000076293945
1,468250,4101250,p_1966_05_COG,27.799999237060547
1,468250,4101250,p_1966_06_COG,0.10000000149011612
1,468250,4101250,p_1966_07_COG,0
1,468250,4101250,p_1966_08_COG,0
1,468250,4101250,p_1966_09_COG,28.5
1,468250,4101250,p_1966_10_COG,121
1,468250,4101250,p_1966_11_COG,52.900001525878906
1,468250,4101250,p_1966_12_COG,5.5
1,468250,4101250,p_1967_01_COG,46.70000076293945
1,468250,4101250,p_1967_02_COG,106.4000015258789
1,468250,4101250,p_1967_03_COG,33.70000076293945
1,468250,4101250,p_1967_04_COG,64
1,468250,4101250,p_1967_05_COG,27
1,468250,4101250,p_1967_06_COG,64.5
1,468250,4101250,p_1967_07_COG,0
1,468250,4101250,p_1967_08_COG,0
1,468250,4101250,p_1967_09_COG,2.5999999046325684
1,468250,4101250,p_1967_10_COG,37.79999923706055
1,468250,4101250,p_1967_11_COG,106.4000015258789
1,468250,4101250,p_1967_12_COG,2.0999999046325684
1,468250,4101250,p_1968_01_COG,12.100000381469727
1,468250,4101250,p_1968_02_COG,207.60000610351562
1,468250,4101250,p_1968_03_COG,111.80000305175781
1,468250,4101250,p_1968_04_COG,52.70000076293945
1,468250,4101250,p_1968_05_COG,26.600000381469727
1,468250,4101250,p_1968_06_COG,10
1,468250,4101250,p_1968_07_COG,0
1,468250,4101250,p_1968_08_COG,4.300000190734863
1,468250,4101250,p_1968_09_COG,0.20000000298023224
1,468250,4101250,p_1968_10_COG,0.6000000238418579
1,468250,4101250,p_1968_11_COG,104
1,468250,4101250,p_1968_12_COG,81.5
1,468250,4101250,p_1969_01_COG,120
1,468250,4101250,p_1969_02_COG,251.60000610351562
1,468250,4101250,p_1969_03_COG,215.60000610351562
1,468250,4101250,p_1969_04_COG,49.5
1,468250,4101250,p_1969_05_COG,63
1,468250,4101250,p_1969_06_COG,14.300000190734863
1,468250,4101250,p_1969_07_COG,0.4000000059604645
1,468250,4101250,p_1969_08_COG,0.10000000149011612
1,468250,4101250,p_1969_09_COG,47
1,468250,4101250,p_1969_10_COG,127.0999984741211
1,468250,4101250,p_1969_11_COG,122.30000305175781
1,468250,4101250,p_1969_12_COG,30.100000381469727
1,468250,4101250,p_1970_01_COG,344.1000061035156
1,468250,4101250,p_1970_02_COG,1.5
1,468250,4101250,p_1970_03_COG,71.30000305175781
1,468250,4101250,p_1970_04_COG,28
1,468250,4101250,p_1970_05_COG,9.600000381469727
1,468250,4101250,p_1970_06_COG,24.299999237060547
1,468250,4101250,p_1970_07_COG,0
1,468250,4101250,p_1970_08_COG,0
1,468250,4101250,p_1970_09_COG,0
1,468250,4101250,p_1970_10_COG,16.299999237060547
1,468250,4101250,p_1970_11_COG,14.300000190734863
1,468250,4101250,p_1970_12_COG,99.4000015258789
1,468250,4101250,p_1971_01_COG,126.30000305175781
1,468250,4101250,p_1971_02_COG,3.700000047683716
1,468250,4101250,p_1971_03_COG,95.4000015258789
1,468250,4101250,p_1971_04_COG,194.60000610351562
1,468250,4101250,p_1971_05_COG,64
1,468250,4101250,p_1971_06_COG,11.800000190734863
1,468250,4101250,p_1971_07_COG,0
1,468250,4101250,p_1971_08_COG,2
1,468250,4101250,p_1971_09_COG,10.699999809265137
1,468250,4101250,p_1971_10_COG,0
1,468250,4101250,p_1971_11_COG,38.79999923706055
1,468250,4101250,p_1971_12_COG,39.70000076293945
1,468250,4101250,p_1972_01_COG,115.5999984741211
1,468250,4101250,p_1972_02_COG,83.5999984741211
1,468250,4101250,p_1972_03_COG,120.5
1,468250,4101250,p_1972_04_COG,11.5
1,468250,4101250,p_1972_05_COG,57.70000076293945
1,468250,4101250,p_1972_06_COG,11.800000190734863
1,468250,4101250,p_1972_07_COG,0
1,468250,4101250,p_1972_08_COG,0.20000000298023224
1,468250,4101250,p_1972_09_COG,73.80000305175781
1,468250,4101250,p_1972_10_COG,147.8000030517578
1,468250,4101250,p_1972_11_COG,41
1,468250,4101250,p_1972_12_COG,22.799999237060547
1,468250,4101250,p_1973_01_COG,47.5
1,468250,4101250,p_1973_02_COG,45.900001525878906
1,468250,4101250,p_1973_03_COG,80.5
1,468250,4101250,p_1973_04_COG,5.5
1,468250,4101250,p_1973_05_COG,44.5
1,468250,4101250,p_1973_06_COG,8
1,468250,4101250,p_1973_07_COG,0
1,468250,4101250,p_1973_08_COG,13.800000190734863
1,468250,4101250,p_1973_09_COG,0
1,468250,4101250,p_1973_10_COG,161.60000610351562
1,468250,4101250,p_1973_11_COG,63.900001525878906
1,468250,4101250,p_1973_12_COG,203
1,468250,4101250,p_1974_01_COG,23.100000381469727
1,468250,4101250,p_1974_02_COG,69
1,468250,4101250,p_1974_03_COG,76.80000305175781
1,468250,4101250,p_1974_04_COG,106.69999694824219
1,468250,4101250,p_1974_05_COG,1.600000023841858
1,468250,4101250,p_1974_06_COG,25
1,468250,4101250,p_1974_07_COG,1.100000023841858
1,468250,4101250,p_1974_08_COG,0.20000000298023224
